gene	genome	ko	gene_abundance
Beatrix-1_00061_3	MAG_arc022	K01935	93.33
Beatrix-1_00061_4	MAG_arc022	K00639; K00652	31.45
Beatrix-1_00061_5	MAG_arc022		28.07
Beatrix-1_00061_6	MAG_arc022	K01906	59.23
Beatrix-1_00061_7	MAG_arc022	K01012	14.53
Beatrix-1_00061_8	MAG_arc022		27.82
Beatrix-1_00061_9	MAG_arc022		45.08
Beatrix-1_00061_10	MAG_arc022		110.41
Beatrix-1_00061_11	MAG_arc022		38.69
Beatrix-1_00061_12	MAG_arc022		33.01
Beatrix-1_00061_13	MAG_arc022	K06961	18.84
Beatrix-1_00061_14	MAG_arc022	K07178	35.26
Beatrix-1_00061_15	MAG_arc022		43.20
Beatrix-1_00061_16	MAG_arc022	K22447	72.95
Beatrix-1_00061_17	MAG_arc022		34.46
Beatrix-1_00062_1	MAG_arc022		27.49
Beatrix-1_00062_2	MAG_arc022	K07114	36.18
Beatrix-1_00062_3	MAG_arc022		42.19
Beatrix-1_00062_4	MAG_arc022	K03924	57.01
Beatrix-1_00062_5	MAG_arc022		47.25
Beatrix-1_00062_6	MAG_arc022		95.82
Beatrix-1_00062_7	MAG_arc022	K15256	25.94
Beatrix-1_00062_8	MAG_arc022	K06871	25.25
Beatrix-1_00062_9	MAG_arc022	K20203	57.81
Beatrix-1_00062_10	MAG_arc022	K00266	82.67
Beatrix-1_00062_11	MAG_arc022	K00133	72.74
Beatrix-1_00062_12	MAG_arc022		20.13
Beatrix-1_00062_13	MAG_arc022		52.90
Beatrix-1_00062_14	MAG_arc022		49.86
Beatrix-1_00062_15	MAG_arc022		58.18
Beatrix-1_00062_16	MAG_arc022		11.74
Beatrix-1_00062_17	MAG_arc022		37.92
Beatrix-1_00062_18	MAG_arc022	K09808	68.37
Beatrix-1_00062_19	MAG_arc022	K02003	37.59
Beatrix-1_00062_20	MAG_arc022	K03420	78.30
Beatrix-1_00062_21	MAG_arc022		61.29
Beatrix-1_00062_22	MAG_arc022		31.45
Beatrix-1_00062_23	MAG_arc022		70.52
Beatrix-1_00062_24	MAG_arc022	K12524	33.43
Beatrix-1_00062_25	MAG_arc022	K00058	110.77
Beatrix-1_00062_26	MAG_arc022	K09729	32.64
Beatrix-1_00062_27	MAG_arc022		53.04
Beatrix-1_00062_28	MAG_arc022		70.94
Beatrix-1_00062_29	MAG_arc022	K03718	62.81
Beatrix-1_00062_30	MAG_arc022		25.17
Beatrix-1_00063_1	MAG_arc022		73.76
Beatrix-1_00063_2	MAG_arc022	K07496	54.55
Beatrix-1_00063_3	MAG_arc022	K07456	250.00
Beatrix-1_00063_4	MAG_arc022	K11212	74.00
Beatrix-1_00063_5	MAG_arc022	K09694	42.37
Beatrix-1_00063_6	MAG_arc022	K01990; K25144	121.60
Beatrix-1_00063_7	MAG_arc022		24.33
Beatrix-1_00063_8	MAG_arc022	K02574	46.15
Beatrix-1_00063_9	MAG_arc022		31.36
Beatrix-1_00063_10	MAG_arc022	K08982	62.68
Beatrix-1_00063_11	MAG_arc022	K22043	62.64
Beatrix-1_00063_12	MAG_arc022	K06039	32.41
Beatrix-1_00063_13	MAG_arc022		46.58
Beatrix-1_00063_14	MAG_arc022		66.44
Beatrix-1_00063_15	MAG_arc022	K01609	42.27
Beatrix-1_00063_16	MAG_arc022	K01696	21.19
Beatrix-1_00063_17	MAG_arc022	K01695	21.50
Beatrix-1_00063_18	MAG_arc022	K00525	59.82
Beatrix-1_00063_19	MAG_arc022	K00384	60.27
Beatrix-1_00063_20	MAG_arc022	K04487	52.69
Beatrix-1_00063_21	MAG_arc022	K07092	50.66
Beatrix-1_00063_22	MAG_arc022		26.58
Beatrix-1_00063_23	MAG_arc022		41.79
Beatrix-1_00064_1	MAG_arc022		44.45
Beatrix-1_00064_2	MAG_arc022		120.51
Beatrix-1_00064_3	MAG_arc022		35.47
Beatrix-1_00064_4	MAG_arc022		3.70
Beatrix-1_00064_5	MAG_arc022		31.36
Beatrix-1_00064_6	MAG_arc022		65.71
Beatrix-1_00065_1	MAG_arc022	K00023; K00059	45.64
Beatrix-1_00065_2	MAG_arc022	K00626	16.89
Beatrix-1_00065_3	MAG_arc022	K00023; K00059	23.40
Beatrix-1_00065_4	MAG_arc022	K03821	52.05
Beatrix-1_00065_5	MAG_arc022	K22881	8.18
Beatrix-1_00065_6	MAG_arc022		90.79
Beatrix-1_00065_7	MAG_arc022		105.74
Beatrix-1_00065_8	MAG_arc022	K22349	55.60
Beatrix-1_00065_9	MAG_arc022		23.87
Beatrix-1_00065_10	MAG_arc022		73.98
Beatrix-1_00066_1	MAG_arc022		21.28
Beatrix-1_00066_2	MAG_arc022		12.71
Beatrix-1_00066_3	MAG_arc022		15.44
Beatrix-1_00066_4	MAG_arc022		22.89
Beatrix-1_00066_5	MAG_arc022		29.78
Beatrix-1_00066_6	MAG_arc022		43.01
Beatrix-1_00066_7	MAG_arc022		102.41
Beatrix-1_00066_8	MAG_arc022		11.44
Beatrix-1_00066_9	MAG_arc022		42.97
Beatrix-1_00066_10	MAG_arc022		39.23
Beatrix-1_00066_11	MAG_arc022		11.33
Beatrix-1_00066_12	MAG_arc022	K18843	60.94
Beatrix-1_00066_13	MAG_arc022		20.51
Beatrix-1_00066_14	MAG_arc022	K03328	30.36
Beatrix-1_00066_15	MAG_arc022		79.54
Beatrix-1_00066_16	MAG_arc022	K01512	22.89
Beatrix-1_00066_17	MAG_arc022		89.12
Beatrix-1_00066_18	MAG_arc022		66.31
Beatrix-1_00066_19	MAG_arc022		108.48
Beatrix-1_00066_20	MAG_arc022		29.83
Beatrix-1_00066_21	MAG_arc022		28.77
Beatrix-1_00066_22	MAG_arc022		95.70
Beatrix-1_00066_23	MAG_arc022		6.95
Beatrix-1_00067_1	MAG_arc022		29.54
Beatrix-1_00067_2	MAG_arc022		41.34
Beatrix-1_00067_3	MAG_arc022		22.64
Beatrix-1_00067_4	MAG_arc022		24.32
Beatrix-1_00067_5	MAG_arc022		47.19
Beatrix-1_00067_6	MAG_arc022		99.55
Beatrix-1_00068_1	MAG_arc022	K03529	33.04
Beatrix-1_00068_2	MAG_arc022		41.75
Beatrix-1_00068_3	MAG_arc022	K09759	25.54
Beatrix-1_00068_4	MAG_arc022	K03775	35.75
Beatrix-1_00068_5	MAG_arc022		107.28
Beatrix-1_00068_6	MAG_arc022	K07496	113.70
Beatrix-1_00068_7	MAG_arc022	K15633	62.76
Beatrix-1_00068_8	MAG_arc022	K11355; K11527	48.88
Beatrix-1_00068_9	MAG_arc022	K02485	11.19
Beatrix-1_00069_1	MAG_arc022		70.29
Beatrix-1_00069_2	MAG_arc022	K13668; K19002	42.02
Beatrix-1_00069_3	MAG_arc022	K12992	27.90
Beatrix-1_00069_4	MAG_arc022	K00966; K00973	42.28
Beatrix-1_00069_5	MAG_arc022	K01790	77.32
Beatrix-1_00069_6	MAG_arc022	K01710; K08679	33.15
Beatrix-1_00069_7	MAG_arc022	K00067; K01784	19.90
Beatrix-1_00069_8	MAG_arc022		35.79
Beatrix-1_00069_9	MAG_arc022	K03843; K19002	11.84
Beatrix-1_00069_10	MAG_arc022	K09690	13.31
Beatrix-1_00069_11	MAG_arc022	K09691	56.46
Beatrix-1_00069_12	MAG_arc022	K01711	72.97
Beatrix-1_00069_13	MAG_arc022	K24659	80.50
Beatrix-1_00069_14	MAG_arc022	K00713; K00754; K12987; K22844	25.49
Beatrix-1_00069_15	MAG_arc022	K03183; K13668; K16150	20.51
Beatrix-1_00069_16	MAG_arc022		15.99
Beatrix-1_00070_1	MAG_arc022	K07218	69.25
Beatrix-1_00070_2	MAG_arc022	K07218	65.55
Beatrix-1_00070_3	MAG_arc022		36.85
Beatrix-1_00070_4	MAG_arc022		44.58
Beatrix-1_00070_5	MAG_arc022		55.33
Beatrix-1_00070_6	MAG_arc022	K07013	150.89
Beatrix-1_00070_7	MAG_arc022	K03320	70.25
Beatrix-1_00070_8	MAG_arc022	K04751	38.91
Beatrix-1_00070_9	MAG_arc022	K00639	23.86
Beatrix-1_00070_10	MAG_arc022	K00390; K05907	37.95
Beatrix-1_00070_11	MAG_arc022	K00958	41.22
Beatrix-1_00070_12	MAG_arc022	K00387; K07147	31.37
Beatrix-1_00070_13	MAG_arc022		160.95
Beatrix-1_00070_14	MAG_arc022		54.14
Beatrix-1_00070_15	MAG_arc022		15.15
Beatrix-1_00070_16	MAG_arc022	K24971	44.25
Beatrix-1_00070_17	MAG_arc022		42.24
Beatrix-1_00070_18	MAG_arc022		47.33
Beatrix-1_00071_1	MAG_arc022		29.52
Beatrix-1_00071_2	MAG_arc022		115.28
Beatrix-1_00071_3	MAG_arc022		64.26
Beatrix-1_00071_4	MAG_arc022		29.15
Beatrix-1_00071_5	MAG_arc022	K07066	15.40
Beatrix-1_00072_1	MAG_arc022		49.58
Beatrix-1_00072_2	MAG_arc022		69.97
Beatrix-1_00072_3	MAG_arc022		21.73
Beatrix-1_00072_4	MAG_arc022		25.98
Beatrix-1_00072_5	MAG_arc022	K04095	34.80
Beatrix-1_00072_6	MAG_arc022	K24451	49.49
Beatrix-1_00072_7	MAG_arc022	K13993	51.89
Beatrix-1_00072_8	MAG_arc022	K01755	19.95
Beatrix-1_00072_9	MAG_arc022	K01537	37.96
Beatrix-1_00072_10	MAG_arc022		13.46
Beatrix-1_00072_11	MAG_arc022		23.54
Beatrix-1_00072_12	MAG_arc022	K03580	38.71
Beatrix-1_00072_13	MAG_arc022		133.54
Beatrix-1_00072_14	MAG_arc022	K07317	21.33
Beatrix-1_00072_15	MAG_arc022	K14623	66.00
Beatrix-1_00072_16	MAG_arc022	K07142	25.48
Beatrix-1_00072_17	MAG_arc022		47.80
Beatrix-1_00072_18	MAG_arc022	K07096	45.31
Beatrix-1_00072_19	MAG_arc022	K07321	29.71
Beatrix-1_00072_20	MAG_arc022	K04484	16.04
Beatrix-1_00072_21	MAG_arc022		34.85
Beatrix-1_00072_22	MAG_arc022		29.74
Beatrix-1_00072_23	MAG_arc022	K03410; K22221	35.72
Beatrix-1_00072_24	MAG_arc022	K07327	29.14
Beatrix-1_00072_25	MAG_arc022	K07718; K13487	16.57
Beatrix-1_00073_1	MAG_arc022	K07066	51.60
Beatrix-1_00073_2	MAG_arc022		51.01
Beatrix-1_00073_3	MAG_arc022	K13444	33.42
Beatrix-1_00074_1	MAG_arc022		61.65
Beatrix-1_00074_2	MAG_arc022		44.09
Beatrix-1_00074_3	MAG_arc022	K01463	63.82
Beatrix-1_00074_4	MAG_arc022		15.79
Beatrix-1_00074_5	MAG_arc022		61.14
Beatrix-1_00074_6	MAG_arc022	K04034	218.96
Beatrix-1_00074_7	MAG_arc022		36.78
Beatrix-1_00074_8	MAG_arc022		25.89
Beatrix-1_00074_9	MAG_arc022	K09148	29.21
Beatrix-1_00074_10	MAG_arc022	K10726	41.79
Beatrix-1_00074_11	MAG_arc022		30.58
Beatrix-1_00074_12	MAG_arc022	K03953	15.28
Beatrix-1_00074_13	MAG_arc022		22.88
Beatrix-1_00074_14	MAG_arc022	K00826	46.84
Beatrix-1_00074_15	MAG_arc022		18.19
Beatrix-1_00074_16	MAG_arc022	K02858	43.63
Beatrix-1_00074_17	MAG_arc022	K07732	153.32
Beatrix-1_00074_18	MAG_arc022	K04518	113.38
Beatrix-1_00074_19	MAG_arc022	K01647	17.00
Beatrix-1_00075_1	MAG_arc022		31.00
Beatrix-1_00075_2	MAG_arc022		57.22
Beatrix-1_00075_3	MAG_arc022		28.88
Beatrix-1_00075_4	MAG_arc022		74.23
Beatrix-1_00075_5	MAG_arc022		19.79
Beatrix-1_00075_6	MAG_arc022	K03658	45.88
Beatrix-1_00075_7	MAG_arc022		96.26
Beatrix-1_00076_1	MAG_arc022	K01951	32.16
Beatrix-1_00076_2	MAG_arc022	K04772	25.72
Beatrix-1_00076_3	MAG_arc022	K00382	28.49
Beatrix-1_00076_4	MAG_arc022	K09699	29.55
Beatrix-1_00076_5	MAG_arc022	K00167	25.76
Beatrix-1_00076_6	MAG_arc022	K00166	48.82
Beatrix-1_00076_7	MAG_arc022	K01761	60.31
Beatrix-1_00076_8	MAG_arc022		25.83
Beatrix-1_00076_9	MAG_arc022		28.02
Beatrix-1_00077_1	MAG_arc022		95.28
Beatrix-1_00077_2	MAG_arc022	K07568	18.20
Beatrix-1_00077_3	MAG_arc022	K00773	66.83
Beatrix-1_00077_4	MAG_arc022	K13668; K19002	97.89
Beatrix-1_00077_5	MAG_arc022	K22278	29.51
Beatrix-1_00077_6	MAG_arc022		195.88
Beatrix-1_00077_7	MAG_arc022		48.63
Beatrix-1_00077_8	MAG_arc022	K02012	49.92
Beatrix-1_00077_9	MAG_arc022	K02011	119.88
Beatrix-1_00077_10	MAG_arc022	K02010	28.33
Beatrix-1_00077_11	MAG_arc022		13.70
Beatrix-1_00077_12	MAG_arc022		56.56
Beatrix-1_00077_13	MAG_arc022	K14717	17.76
Beatrix-1_00077_14	MAG_arc022	K03594	34.99
Beatrix-1_00077_15	MAG_arc022		27.66
Beatrix-1_00077_16	MAG_arc022	K03709	30.83
Beatrix-1_00077_17	MAG_arc022		19.71
Beatrix-1_00077_18	MAG_arc022		228.81
Beatrix-1_00077_19	MAG_arc022		43.70
Beatrix-1_00077_20	MAG_arc022		33.00
Beatrix-1_00077_21	MAG_arc022	K01537; K12950	15.88
Beatrix-1_00077_22	MAG_arc022		104.75
Beatrix-1_00077_23	MAG_arc022		25.55
Beatrix-1_00077_24	MAG_arc022		19.47
Beatrix-1_00077_25	MAG_arc022	K07243	19.11
Beatrix-1_00077_26	MAG_arc022		41.74
Beatrix-1_00077_27	MAG_arc022	K03537	42.13
Beatrix-1_00077_28	MAG_arc022	K03432	73.34
Beatrix-1_00077_29	MAG_arc022	K14574	106.05
Beatrix-1_00077_30	MAG_arc022	K03679	68.33
Beatrix-1_00077_31	MAG_arc022	K00962; K11600	38.41
Beatrix-1_00077_32	MAG_arc022	K12589	32.52
Beatrix-1_00077_33	MAG_arc022	K02921	144.92
Beatrix-1_00077_34	MAG_arc022		46.89
Beatrix-1_00077_35	MAG_arc022		111.76
Beatrix-1_00077_36	MAG_arc022		22.87
Beatrix-1_00077_37	MAG_arc022	K07090; K13993	41.18
Beatrix-1_00077_38	MAG_arc022		61.08
Beatrix-1_00077_39	MAG_arc022		42.25
Beatrix-1_00077_40	MAG_arc022	K00584	35.99
Beatrix-1_00077_41	MAG_arc022		37.12
Beatrix-1_00078_1	MAG_arc022	K07464	48.27
Beatrix-1_00078_2	MAG_arc022	K15342	47.76
Beatrix-1_00078_3	MAG_arc022		49.51
Beatrix-1_00078_4	MAG_arc022	K02866	89.09
Beatrix-1_00078_5	MAG_arc022	K03238	26.42
Beatrix-1_00079_1	MAG_arc022		31.48
Beatrix-1_00079_2	MAG_arc022	K01951	4.78
Beatrix-1_00079_3	MAG_arc022	K08153	9.19
Beatrix-1_00079_4	MAG_arc022	K04800	36.39
Beatrix-1_00079_5	MAG_arc022		84.43
Beatrix-1_00079_6	MAG_arc022		31.98
Beatrix-1_00079_7	MAG_arc022		26.30
Beatrix-1_00079_8	MAG_arc022	K11354	81.03
Beatrix-1_00079_9	MAG_arc022	K13924	13.47
Beatrix-1_00080_1	MAG_arc022	K07496	22.39
Beatrix-1_00080_2	MAG_arc022		55.81
Beatrix-1_00080_3	MAG_arc022	K07182	61.14
Beatrix-1_00080_4	MAG_arc022	K01883	17.12
Beatrix-1_00080_5	MAG_arc022	K00013	67.10
Beatrix-1_00080_6	MAG_arc022		24.09
Beatrix-1_00080_7	MAG_arc022		111.70
Beatrix-1_00080_8	MAG_arc022	K02867	13.33
Beatrix-1_00080_9	MAG_arc022	K02601	22.56
Beatrix-1_00080_10	MAG_arc022		33.66
Beatrix-1_00080_11	MAG_arc022	K03183; K07755	23.64
Beatrix-1_00080_12	MAG_arc022		41.88
Beatrix-1_00080_13	MAG_arc022	K07041	70.00
Beatrix-1_00080_14	MAG_arc022	K07254	120.24
Beatrix-1_00080_15	MAG_arc022	K01955; K06913	57.76
Beatrix-1_00080_16	MAG_arc022	K03136	46.05
Beatrix-1_00080_17	MAG_arc022		85.25
Beatrix-1_00080_18	MAG_arc022	K15724	36.48
Beatrix-1_00080_19	MAG_arc022		22.61
Beatrix-1_00080_20	MAG_arc022	K00248; K18244	131.37
Beatrix-1_00080_21	MAG_arc022		37.91
Beatrix-1_00080_22	MAG_arc022	K08651	50.82
Beatrix-1_00080_23	MAG_arc022		36.60
Beatrix-1_00080_24	MAG_arc022		76.11
Beatrix-1_00080_25	MAG_arc022		15.16
Beatrix-1_00080_26	MAG_arc022		100.56
Beatrix-1_00080_27	MAG_arc022		30.86
Beatrix-1_00080_28	MAG_arc022		22.83
Beatrix-1_00080_29	MAG_arc022		31.56
Beatrix-1_00080_30	MAG_arc022	K19092	53.98
Beatrix-1_00080_31	MAG_arc022		37.65
Beatrix-1_00080_32	MAG_arc022	K22223	36.81
Beatrix-1_00080_33	MAG_arc022	K04483	83.64
Beatrix-1_00080_34	MAG_arc022		13.86
Beatrix-1_00080_35	MAG_arc022	K01529	53.30
Beatrix-1_00080_36	MAG_arc022		27.50
Beatrix-1_00080_37	MAG_arc022		12.70
Beatrix-1_00080_38	MAG_arc022	K07018	17.32
Beatrix-1_00080_39	MAG_arc022	K00202	126.73
Beatrix-1_00080_40	MAG_arc022	K00200	27.07
Beatrix-1_00080_41	MAG_arc022	K00201	14.67
Beatrix-1_00080_42	MAG_arc022	K00203	33.20
Beatrix-1_00080_43	MAG_arc022	K09727	32.98
Beatrix-1_00080_44	MAG_arc022	K10844; K11273	71.04
Beatrix-1_00080_45	MAG_arc022		29.96
Beatrix-1_00080_46	MAG_arc022	K18843	74.47
Beatrix-1_00080_47	MAG_arc022		92.34
Beatrix-1_00080_48	MAG_arc022	K07499	13.12
Beatrix-1_00080_49	MAG_arc022		47.47
Beatrix-1_00080_50	MAG_arc022	K06218	85.27
Beatrix-1_00080_51	MAG_arc022		31.96
Beatrix-1_00080_52	MAG_arc022		82.74
Beatrix-1_00080_53	MAG_arc022		26.36
Beatrix-1_00080_54	MAG_arc022		38.73
Beatrix-1_00080_55	MAG_arc022	K07451	12.96
Beatrix-1_00080_56	MAG_arc022		6.63
Beatrix-1_00080_57	MAG_arc022		43.49
Beatrix-1_00080_58	MAG_arc022	K23876	61.69
Beatrix-1_00080_59	MAG_arc022		181.20
Beatrix-1_00080_60	MAG_arc022		136.19
Beatrix-1_00080_61	MAG_arc022		44.14
Beatrix-1_00080_62	MAG_arc022	K00400; K02071	20.69
Beatrix-1_00080_63	MAG_arc022	K01494	42.60
Beatrix-1_00080_64	MAG_arc022		67.16
Beatrix-1_00080_65	MAG_arc022	K04085	29.01
Beatrix-1_00080_66	MAG_arc022	K09120	22.89
Beatrix-1_00080_67	MAG_arc022		78.75
Beatrix-1_00080_68	MAG_arc022	K03703	21.49
Beatrix-1_00080_69	MAG_arc022	K01990; K03701	32.52
Beatrix-1_00080_70	MAG_arc022		27.43
Beatrix-1_00080_71	MAG_arc022	K05942; K09011	54.49
Beatrix-1_00080_72	MAG_arc022	K00830	26.15
Beatrix-1_00080_73	MAG_arc022	K03325	55.24
Beatrix-1_00080_74	MAG_arc022	K11383; K13587	45.48
Beatrix-1_00080_75	MAG_arc022	K11355; K11527	63.10
Beatrix-1_00080_76	MAG_arc022		33.25
Beatrix-1_00080_77	MAG_arc022		18.91
Beatrix-1_00080_78	MAG_arc022		15.54
Beatrix-1_00081_1	MAG_arc022		72.09
Beatrix-1_00081_2	MAG_arc022		44.78
Beatrix-1_00081_3	MAG_arc022	K03719	13.25
Beatrix-1_00081_4	MAG_arc022	K10907	22.95
Beatrix-1_00081_5	MAG_arc022		79.23
Beatrix-1_00081_6	MAG_arc022		19.95
Beatrix-1_00081_7	MAG_arc022	K09139	31.90
Beatrix-1_00081_8	MAG_arc022	K01870	50.20
Beatrix-1_00081_9	MAG_arc022	K06921	32.11
Beatrix-1_00081_10	MAG_arc022	K00091; K03953	50.58
Beatrix-1_00081_11	MAG_arc022	K08851	19.95
Beatrix-1_00081_12	MAG_arc022	K01496	54.23
Beatrix-1_00081_13	MAG_arc022		51.23
Beatrix-1_00081_14	MAG_arc022	K06898	31.75
Beatrix-1_00081_15	MAG_arc022	K03531	19.79
Beatrix-1_00081_16	MAG_arc022		24.07
Beatrix-1_00081_17	MAG_arc022	K01868	61.03
Beatrix-1_00081_18	MAG_arc022	K01840; K15778	100.91
Beatrix-1_00081_19	MAG_arc022		58.75
Beatrix-1_00081_20	MAG_arc022	K21786	34.02
Beatrix-1_00082_1	MAG_arc022	K03412	53.12
Beatrix-1_00082_2	MAG_arc022	K13924	31.41
Beatrix-1_00082_3	MAG_arc022	K07462	61.04
Beatrix-1_00082_4	MAG_arc022	K08982	25.88
Beatrix-1_00082_5	MAG_arc022	K22699	14.33
Beatrix-1_00082_6	MAG_arc022		68.56
Beatrix-1_00082_7	MAG_arc022		32.05
Beatrix-1_00082_8	MAG_arc022	K01873	81.96
Beatrix-1_00082_9	MAG_arc022	K06932	34.61
Beatrix-1_00082_10	MAG_arc022	K01916	41.20
Beatrix-1_00082_11	MAG_arc022		100.07
Beatrix-1_00082_12	MAG_arc022	K09746	70.69
Beatrix-1_00082_13	MAG_arc022		19.92
Beatrix-1_00082_14	MAG_arc022		27.00
Beatrix-1_00082_15	MAG_arc022	K07066	65.44
Beatrix-1_00082_16	MAG_arc022		40.15
Beatrix-1_00082_17	MAG_arc022		27.99
Beatrix-1_00082_18	MAG_arc022		27.28
Beatrix-1_00082_19	MAG_arc022	K03885	101.58
Beatrix-1_00082_20	MAG_arc022		25.15
Beatrix-1_00082_21	MAG_arc022	K02574	45.91
Beatrix-1_00082_22	MAG_arc022		74.48
Beatrix-1_00082_23	MAG_arc022	K03116	20.91
Beatrix-1_00082_24	MAG_arc022		46.32
Beatrix-1_00082_25	MAG_arc022	K10535	10.36
Beatrix-1_00082_26	MAG_arc022	K04767	25.63
Beatrix-1_00082_27	MAG_arc022	K07168	36.97
Beatrix-1_00082_28	MAG_arc022		40.60
Beatrix-1_00082_29	MAG_arc022		15.12
Beatrix-1_00082_30	MAG_arc022		66.17
Beatrix-1_00082_31	MAG_arc022		33.81
Beatrix-1_00082_32	MAG_arc022	K04763	56.74
Beatrix-1_00082_33	MAG_arc022		45.05
Beatrix-1_00082_34	MAG_arc022		26.10
Beatrix-1_00082_35	MAG_arc022	K15876	20.22
Beatrix-1_00082_36	MAG_arc022	K03385	28.72
Beatrix-1_00082_37	MAG_arc022		36.89
Beatrix-1_00082_38	MAG_arc022	K00752; K11936	14.76
Beatrix-1_00082_39	MAG_arc022	K22466	59.72
Beatrix-1_00082_40	MAG_arc022		34.43
Beatrix-1_00082_41	MAG_arc022	K22447	39.68
Beatrix-1_00082_42	MAG_arc022	K20274	93.51
Beatrix-1_00082_43	MAG_arc022		71.46
Beatrix-1_00082_44	MAG_arc022	K08971	46.77
Beatrix-1_00082_45	MAG_arc022		17.50
Beatrix-1_00082_46	MAG_arc022		51.27
Beatrix-1_00082_47	MAG_arc022	K03568	36.30
Beatrix-1_00082_48	MAG_arc022	K04076	15.67
Beatrix-1_00082_49	MAG_arc022	K06402	169.54
Beatrix-1_00082_50	MAG_arc022		42.29
Beatrix-1_00082_51	MAG_arc022	K09903	121.10
Beatrix-1_00082_52	MAG_arc022		57.71
Beatrix-1_00082_53	MAG_arc022	K13812	6.94
Beatrix-1_00082_54	MAG_arc022	K01487; K12960	48.30
Beatrix-1_00082_55	MAG_arc022		22.76
Beatrix-1_00082_56	MAG_arc022		36.46
Beatrix-1_00082_57	MAG_arc022		36.81
Beatrix-1_00082_58	MAG_arc022	K08975	79.66
Beatrix-1_00082_59	MAG_arc022		60.75
Beatrix-1_00082_60	MAG_arc022	K00274; K09516	39.02
Beatrix-1_00082_61	MAG_arc022	K06889; K07100	98.45
Beatrix-1_00082_62	MAG_arc022		22.41
Beatrix-1_00082_63	MAG_arc022		102.36
Beatrix-1_00082_64	MAG_arc022		79.76
Beatrix-1_00082_65	MAG_arc022		25.34
Beatrix-1_00082_66	MAG_arc022	K01537	37.68
Beatrix-1_00082_67	MAG_arc022	K14055	250.00
Beatrix-1_00082_68	MAG_arc022	K00529; K18367	18.52
Beatrix-1_00082_69	MAG_arc022		14.66
Beatrix-1_00082_70	MAG_arc022	K01895	67.88
Beatrix-1_00082_71	MAG_arc022		43.10
Beatrix-1_00083_1	MAG_arc022	K13533	67.66
Beatrix-1_00083_2	MAG_arc022	K13533	45.20
Beatrix-1_00083_3	MAG_arc022	K13587	27.48
Beatrix-1_00084_1	MAG_arc022	K10742; K13983	79.96
Beatrix-1_00084_2	MAG_arc022	K07103	95.48
Beatrix-1_00084_3	MAG_arc022		39.05
Beatrix-1_00084_4	MAG_arc022		6.91
Beatrix-1_00084_5	MAG_arc022	K00240	18.08
Beatrix-1_00084_6	MAG_arc022	K00239	35.71
Beatrix-1_00084_7	MAG_arc022	K00242	95.65
Beatrix-1_00084_8	MAG_arc022	K00241	19.54
Beatrix-1_00084_9	MAG_arc022	K01937	38.20
Beatrix-1_00084_10	MAG_arc022		38.59
Beatrix-1_00084_11	MAG_arc022	K00588	43.79
Beatrix-1_00084_12	MAG_arc022	K21640	81.43
Beatrix-1_00084_13	MAG_arc022		80.34
Beatrix-1_00084_14	MAG_arc022	K02036	47.58
Beatrix-1_00084_15	MAG_arc022	K02038	20.32
Beatrix-1_00084_16	MAG_arc022	K02037	26.34
Beatrix-1_00084_17	MAG_arc022	K02040	70.68
Beatrix-1_00084_18	MAG_arc022	K21310	65.35
Beatrix-1_00084_19	MAG_arc022		183.02
Beatrix-1_00084_20	MAG_arc022		22.79
Beatrix-1_00084_21	MAG_arc022		130.34
Beatrix-1_00084_22	MAG_arc022	K08982	29.13
Beatrix-1_00084_23	MAG_arc022		40.97
Beatrix-1_00084_24	MAG_arc022		30.46
Beatrix-1_00084_25	MAG_arc022		27.67
Beatrix-1_00084_26	MAG_arc022		53.13
Beatrix-1_00084_27	MAG_arc022		35.19
Beatrix-1_00084_28	MAG_arc022		11.01
Beatrix-1_00084_29	MAG_arc022		49.22
Beatrix-1_00084_30	MAG_arc022		36.08
Beatrix-1_00084_31	MAG_arc022	K00520	86.40
Beatrix-1_00084_32	MAG_arc022	K00520	109.58
Beatrix-1_00084_33	MAG_arc022	K00221	62.74
Beatrix-1_00084_34	MAG_arc022		59.95
Beatrix-1_00084_35	MAG_arc022		30.08
Beatrix-1_00084_36	MAG_arc022	K00400; K02071	48.03
Beatrix-1_00084_37	MAG_arc022	K21903	51.14
Beatrix-1_00084_38	MAG_arc022		72.72
Beatrix-1_00084_39	MAG_arc022		17.22
Beatrix-1_00084_40	MAG_arc022		43.69
Beatrix-1_00084_41	MAG_arc022	K21310	98.82
Beatrix-1_00084_42	MAG_arc022	K24447	13.39
Beatrix-1_00084_43	MAG_arc022		28.16
Beatrix-1_00084_44	MAG_arc022	K07459	99.15
Beatrix-1_00084_45	MAG_arc022		40.55
Beatrix-1_00084_46	MAG_arc022		67.41
Beatrix-1_00084_47	MAG_arc022		68.94
Beatrix-1_00084_48	MAG_arc022		94.74
Beatrix-1_00084_49	MAG_arc022		76.12
Beatrix-1_00084_50	MAG_arc022		70.89
Beatrix-1_00084_51	MAG_arc022		20.95
Beatrix-1_00084_52	MAG_arc022		95.53
Beatrix-1_00084_53	MAG_arc022	K02574	39.57
Beatrix-1_00084_54	MAG_arc022		71.21
Beatrix-1_00084_55	MAG_arc022	K03718	45.09
Beatrix-1_00084_56	MAG_arc022	K02195	59.62
Beatrix-1_00084_57	MAG_arc022		59.71
Beatrix-1_00084_58	MAG_arc022		97.62
Beatrix-1_00084_59	MAG_arc022	K01537; K17686	76.14
